"","jour","St. Johns","Halifax","Sydney","Yarmouth","Charlottvl","Fredericton","Scheffervll","Arvida","Bagottville","Quebec","Sherbrooke","Montreal","Ottawa","Toronto","London","Thunder Bay","Winnipeg","The Pas","Churchill","Regina","Pr. Albert","Uranium City","Edmonton","Calgary","Kamloops","Vancouver","Victoria","Pr. George","Pr. Rupert","Whitehorse","Dawson","Yellowknife","Iqaluit","Inuvik","Resolute"
"jul13",195,1.5,5.1,5.4,3.5,3.5,6.1,2.4,2.7,2.2,4.3,5.2,1.7,3.4,1.9,2.2,3.7,4,1,1.9,1.5,2,1.9,1.6,1.4,1.6,0.8,0.8,2.9,4,1.5,1.3,2.1,1.7,1.6,0.6
"jul14",196,2.3,4.4,2.1,3.1,3.5,2.7,2.4,4.6,3.9,5.8,3.9,4.7,2.8,3.1,5.8,1.4,2.5,1.7,1.1,1.3,3.1,0.3,2.4,1.3,0.6,1.2,0.9,2.1,3.4,1,1.5,1.1,3.3,0.2,0.9
"jul15",197,3.7,1.6,2,1.8,1.6,2.4,4.2,4,3.5,5.5,3.3,3,2.2,4.6,1.5,2.8,0.8,4.5,0.9,1.6,1.8,1.7,2.8,1.2,1.6,1.9,0.4,2.5,2.8,1.5,1.2,1,1.8,0.4,0.7
"jul16",198,2.6,1.1,1.9,0.8,1.1,0.9,3.4,3.4,3.2,2.5,4.2,1.9,1.8,0.6,2.1,3.7,3.4,3.2,2.3,1.7,2.3,1.4,4.4,2.4,1.2,1.5,0.4,1.4,2.5,1.7,1.2,0.7,1.9,1.8,0.6
"jul17",199,1.5,5,5.4,6.1,6.3,1.5,2.7,2.8,5,3.4,2.4,3,4,2.4,3.2,3.1,1.8,2.3,2.5,1.4,2.9,0.5,4,3.2,0.4,1.2,0.2,1.4,2.6,1.7,1.6,1.4,1.6,1.1,0.4
"jul18",200,2.6,0.9,2.5,0.8,0.8,1.9,3.1,6.1,3.3,2.4,3.4,2,2.7,2.8,2.5,2.9,1.5,1.6,2.1,1.2,3.4,1.7,2.3,2.1,0.5,0.6,0,2.2,2.6,1.1,2.7,1.7,2,1.1,0.5
"jul19",201,1.6,0.8,3.1,1.9,1.5,3.5,4.2,4.1,4.1,4.1,3.1,1.9,1.8,3.5,3.1,3.2,3.2,1,3,1.7,2.4,1.5,2.1,1.9,0.1,0.6,0.3,0.8,4.8,1.3,2.1,0.5,2.4,0.6,0.9
"jul20",202,2.3,2.7,1.9,1.7,4,3.6,3.6,5.2,3.9,3.6,3.4,3.3,4.6,3.1,4.8,2,2.7,1.7,1,1.5,2.1,1.4,2.6,2.5,0.8,1,2.5,1.8,1.7,1.3,1.2,0.7,0.9,1.4,0.5
"jul21",203,3.4,6.9,3.7,5,2.9,3,5.1,2.3,4.5,4.6,5.1,3.8,2.5,1.2,0.3,4.2,0.7,0.9,0.9,2.1,1.8,3.1,1.6,3.3,0.7,1.5,0.7,1.5,3.5,0.8,1.6,0.6,3.5,1.6,0.9
"jul22",204,3.4,4.6,3,5.1,3,2,3.2,1,2.1,2.1,2.2,2,1.8,3,2.4,2.2,2.1,2.8,2.5,4.9,0.8,4.5,3.2,1.6,0.3,0.2,0.1,2.4,3.1,0.6,0.9,3.6,1.9,1.6,1.2
"jul23",205,2.2,1.2,1.4,1.1,1.3,2.7,3.8,2.4,2.8,3.2,2.7,3.7,2.7,1.1,1.9,2.6,1.8,3.3,3,1.3,0.7,2.6,2.5,2.3,0.9,0,0,1.5,5.1,0.5,0.7,1,1.1,0.7,0.5
"jul24",206,3,2.2,2.4,2.1,2.4,2.8,3.4,2.4,2.1,4.1,2.9,2.7,4.4,3,1.3,3.6,2,1.8,1.8,1.5,2,0.8,1.8,2.1,0.8,0.5,0.5,1,3.3,0.4,1.1,0.8,1.8,0.8,1
"jul25",207,2.5,2.4,3.5,3.7,1,1.6,2.6,5.7,5,1.6,2.2,2,3.1,2.9,2.9,1.9,4.2,0.9,1.7,2,1.2,1.8,2.3,3.9,0.4,0.7,0.2,0.9,5.4,1.3,2.1,0.5,2.6,1.1,1.2
"jul26",208,2.7,3.3,3.4,3.1,1.9,2.7,2.6,5,4.9,6.9,5.6,7,3.9,3.5,2.1,1.8,3.6,1.1,1.2,0.5,1.7,1.4,0.4,0.7,0.2,0.4,0.4,1.4,3.8,1.7,1.4,1.1,1.3,0.7,0.4
"jul27",209,2.7,2.8,3.9,5.4,2.8,2.4,4.4,4.1,4.2,4.1,4.7,3.6,4.2,1.7,4.5,3.9,1.3,2.3,1.9,1.3,2.1,1.1,3.9,1.6,0.1,0.5,0.1,1.5,5.3,1.9,0.8,0.4,1,0.9,0.6
"jul28",210,2.3,8.8,2.3,3.7,5.2,3.1,2.5,6,4.6,4.5,5.6,3.1,3.4,5.6,4.2,2,1.8,2.5,0.9,1,2.2,1.6,3.5,2.9,1,0.5,0.2,2.7,4.4,1.4,0.9,0.9,1.5,1.1,1
"jul29",211,3.2,5.2,2.9,2.7,2.9,2.6,3,5.1,3.8,6.2,6.5,4.6,4.4,2.4,3.5,1.5,2.6,1.2,0.6,1.3,2,0.5,3.1,3.4,0.5,0.7,0.4,1.3,2.1,1.7,1.5,1,2.2,1,1.1
"jul30",212,1.9,4.8,1.9,2.9,1.9,3.8,4.3,2.1,3.5,4.2,3.5,1.1,1.2,2.3,3,1.8,3,1.5,2.3,1,4.6,0.5,2.7,1.2,0.2,0,0.2,1,3.5,1.3,2.3,0.8,3.2,1.7,0.9
"jul31",213,3,2.9,3.9,1.5,3.7,1.7,4.3,2.7,2,2.6,3.5,3.8,4.3,5.2,3.1,1.5,3.2,2.2,1.4,0.2,0.6,0.9,1.4,1.8,0.8,0.1,0,1.4,3.1,0.9,2,1.2,3.7,0.9,0.7
"aug01",214,2.3,3,3.2,2.9,5.3,4.7,3.6,3.3,4.2,3,4.1,2.2,1.9,1.9,4.2,2.6,2.6,1,2,2.1,2.6,1.2,1.8,3,0.4,0.5,0.1,2.4,2.5,0.7,2,1.5,1.7,1,0.6
"aug02",215,2.7,2.1,2.5,3.1,2.2,4.2,1.4,2.9,2.9,5.4,3.8,3.6,5.6,4.3,7.5,3.6,2.1,1.7,1.5,1.2,4.2,0.3,1.9,0.8,1.5,0.2,0.2,1.4,2.2,1.3,1.3,0.6,2,1,1
"aug03",216,2.8,2.5,1.1,2.2,1.2,3.1,2.4,6.8,4.7,5.4,3.9,3.8,2.2,3.4,2.9,4.1,2.8,1.6,1.1,1.3,1,1.1,3.1,2.1,0.6,0.6,0.4,0.6,5.3,1.2,2,0.8,2.7,1.8,1
"aug04",217,4.5,5.4,2.4,4.2,3,1.7,1.7,3.6,5.1,3.6,6.5,5.5,6.3,3.2,2.5,2.1,1.1,1.6,1.1,1.8,1.9,1.1,2.2,3.2,1.4,1.3,0.8,3.2,6,1.1,2.5,0.7,1.3,1.7,1.2
"aug05",218,4.3,2.4,4.5,1.7,5.2,8.6,2.9,1.1,3,4.7,3.8,3.1,4.1,2.2,1.9,3,3.5,1.9,1.4,2.4,2,1.4,5.1,2.3,1.2,0.3,0.1,2,5.2,2.1,1.2,0.9,2.7,1.3,0.9
"aug06",219,2.8,3.4,3,0.9,1.7,2.4,2.4,2.6,3.6,2.5,2.9,2.9,3.8,2.7,1.5,3.4,1.8,3.9,2.4,2,1.5,1.4,2.6,0.7,0.4,0.6,0.4,1.1,5.2,0.8,2.4,1,2.7,1,1.3
"aug07",220,2.4,3.3,4.2,0.6,1.9,2,1.7,3.1,2.5,4,5.6,3.3,2.5,3.5,4.7,3.1,3.2,1.6,3.2,0.7,1.7,1.8,2.3,1.8,0.8,1,0.5,0.7,4.1,2.4,1.5,1,1.2,1,1.4
"aug08",221,4.9,1.8,1.4,1.9,1.6,4.2,2.9,3.2,2.6,3.6,3.7,3.1,4.5,3.8,3.1,2.3,3.5,2.1,1.8,1.5,1.6,1.2,3,1.9,0.6,0.9,0.3,1.8,5.9,2.2,1.9,1.7,3,2,0.9
"aug09",222,2.8,1.2,1.7,1.7,1.4,3.3,4.5,3,3.3,4,3.9,4.6,1.9,2.2,2.3,2.4,0.9,4.1,1.8,0.2,3.2,1.1,1.8,1.5,1.4,0.8,0.3,1.5,6.5,1.2,0.5,0.8,1.4,1,2.1
"aug10",223,2.1,3.9,2.1,4.2,2,3.4,5,2,3.2,5.1,7.2,1.7,2.6,2,2.1,3.3,1.2,2,1.7,0.2,1.9,1.5,1.8,1.2,0.3,0.3,0.3,2.9,5.4,1,2,1.4,3,1.6,0.8
"aug11",224,2.3,2.8,1.8,2.1,3,1.8,3.8,2.2,1.9,4.7,5,1.6,1.7,3.5,4.1,2.6,3.8,1.5,1.5,1.4,1.7,2.3,2.7,2.3,0.5,0.6,0.4,1.2,4.1,0.7,2.1,1.2,3.2,1.6,1.5
"aug12",225,4.3,6,5.7,5.8,8.4,4,2.1,3.7,3.7,3,4.3,1.7,2.4,1.5,1.4,3.4,2.5,2.7,0.7,0.4,2.1,2.3,0.5,1.6,1,2.2,0.8,2.7,4.7,0.8,0.8,1.4,2.3,1.5,1.1
"aug13",226,4.9,2.5,2.8,3,2.7,4.4,2.2,3.9,2.1,2.6,4.9,3.4,2.8,3,3,2.5,0.9,1,1.2,1,0.5,2.2,2.1,2.5,1.2,1.4,0.9,2.3,4.7,1.2,1.7,0.8,1.8,0.7,0.8
"aug14",227,2.7,3.4,2.4,3.5,4.2,2.6,2.5,3,5.5,3.6,3.6,2.7,2.2,1.6,2.1,0.4,4.4,1.5,1,1.8,2.1,2.7,1.4,1.4,0.3,1.3,1,1.6,5.2,1.2,2.3,1.5,2.1,1,0.9
"aug15",228,4.4,7.9,2.5,3.9,2.4,1.8,3,2.9,5.4,5,3.5,4,1.5,3.7,1.5,2.6,3.1,2.4,1.9,2.1,0.9,1.5,1.9,1.6,0.6,0.4,0.7,0.6,5,1,0.8,3.8,0.8,0.9,1.3
"aug16",229,3.5,4.5,2.9,1.1,5.6,3.5,2.4,4,2.9,2.7,1.7,3.3,3.4,2.7,2.4,3.3,2.9,1,1.9,2.1,1.2,1.4,4.3,3.4,3.1,3.4,2,2.1,6.7,0.3,1.8,0.3,0.8,3.4,0.8
"aug17",230,1.4,3.7,8.2,0.9,2.4,3.9,3.2,4.2,5.4,3.2,5.3,2.8,2.4,0.8,1.1,2.8,3.5,4.7,0.5,2.2,0.6,1.1,4.4,2.4,0.9,1,0.7,2.2,4.6,1.6,2.1,1.6,2.1,1.2,0.6
"aug18",231,10.2,2.7,2.9,4.9,4.1,3.3,2.3,3.1,2.2,2.9,2.8,2.9,3.5,1.8,2.3,2.9,3.4,3.3,2.7,1.4,1.8,1.1,1.1,1.8,0.9,1.5,1.1,3,4.9,0.4,0.6,1.1,1.6,1.3,0.5
"aug19",232,5.6,4.4,2.7,3.2,3.8,5,2.4,3.4,2.2,1.6,2.4,1.1,2,2.5,2,4.1,0.5,1.6,2.1,0.7,2.7,2,1.4,1.9,0.7,1.2,1,1.4,6.6,1.1,1,1.6,1.8,1,1.4
"aug20",233,3.4,4.8,2.6,3.7,4.1,2.6,3.4,1.7,2.1,4,4.1,2.5,2.1,0.5,1.2,1.4,5.4,0.7,3.8,1.7,1.4,0.8,1.9,2,1,2.1,0.6,2.1,6.9,0.9,1.3,1.3,2.8,1.6,0.6
"aug21",234,5.1,1.9,3.5,3.3,2.6,2,2.7,2.1,3.1,3.9,1.5,2.9,2.5,2.2,1.5,3.8,1.8,1.5,2.7,2,2.4,2.2,0.8,1.2,0.4,0.7,0.8,1.5,4.5,2.2,1.1,1.9,3.3,2,0.6
"aug22",235,2.5,1.6,1,2.6,1.5,1.4,2.7,2.2,2.7,3.3,1.3,2.1,3.2,5.4,3,4.8,1.5,2,2,2.2,0.6,2,0.8,0.9,0.5,1.1,1.1,2.5,3.6,0.9,2.7,1.3,2,2.3,0.7
"aug23",236,7,3.5,3.4,3.7,2.1,2.5,2,4.6,3.8,4.9,7,4.9,2.9,2.3,1.9,1.2,3.1,1.8,2.4,1.1,1.3,1.8,0.9,1,0.7,1.8,1.7,1.8,5.5,1.9,1.5,0.7,1.1,1.8,0.8
"aug24",237,4.2,6.2,5.7,2.8,4.6,5.3,1.6,2.5,2.9,5,3.4,2,2.4,2.4,5.4,1.8,2.2,1.2,2.8,1,2.2,3,2.3,1.2,1.2,0.9,0.8,1,2,1.6,1.8,1.1,1.1,1,1
"aug25",238,4.2,0.9,4.6,1.1,2.4,3.1,2.9,1.3,1.7,2.7,3.8,6,2.8,2,2.4,2.1,0.7,1.3,2.2,1.1,2.3,4.5,1.7,1.7,1.4,1.2,0.7,1,8.6,2.3,0.6,1.4,1.7,1.7,1
"aug26",239,1.8,2.2,0.6,2.9,1.7,3.2,4.4,3.5,2.1,2.6,5,4.1,2.1,4.2,4.5,2.9,1.2,2.3,2,1.7,0.4,2.3,1.6,1.8,1.7,1.9,0.9,2.1,5,1.2,0.8,0.4,3.8,1.6,0.7
"aug27",240,4.2,3.8,2,1.3,2.8,2.8,2.4,3.7,4.6,3.5,5.7,5.4,2.9,3.9,3.2,2.7,1.2,1.8,1.4,1.5,1.6,0.9,1.8,0.5,0.9,3,1.3,2.6,3.9,1.6,0.8,1.1,2.4,1.7,1.1
"aug28",241,4.5,2.7,2.1,1.9,1.4,1.6,3.8,2.9,2.4,7.7,5.7,3.6,5.5,4.5,5.1,1.3,0.9,2.8,1.7,1.3,2.3,1.9,5,1.2,1.2,1.9,0.7,2.4,4.3,1,0.4,1.1,0.8,0.8,1.1
"aug29",242,3.5,3.4,4.4,3.8,1.4,2.3,4.9,1.3,2.8,4.1,3.7,2.2,2,1.3,2.3,3,5.8,1.8,2.9,1.3,1.8,2,2.8,0.5,0.8,1.5,0.8,1.4,4.6,0.5,0.8,3.1,2.4,1,1
"aug30",243,5.3,4.4,4,2.6,3.7,1.1,2.8,2,2.7,2.7,5.3,3.7,3.8,4.6,3.4,2.8,2.2,2.7,3.2,0.2,1.9,2.2,2.5,1.6,0.9,3.2,1.8,1.5,6.7,0.8,1.1,1.5,1.3,0.9,1.6
"aug31",244,1.9,3.2,4.7,4.7,2.4,1.7,3.4,3.2,3.9,3.6,3.5,1.8,1.7,1.1,1.4,4.3,3.1,2,1.7,1,1.6,1.1,1.5,0.4,1.7,1.4,1.1,2.4,10.2,1.5,1.7,0.9,1.7,2.1,1.2
"sep01",245,3.6,1.2,4.9,1.1,2.5,1.6,4,3,2.8,5.2,3.2,5.6,4.9,1.9,3.9,3.6,1.6,1,1.5,1.4,1.2,2.3,1.3,0.7,1.7,4.8,2.9,3.1,7.7,1.6,1.1,1.8,4.4,1.7,1.4
"sep02",246,2.4,3.1,4.1,2,5.5,3.7,2.5,3.3,2.6,3.9,2.7,4.3,1.7,2.7,4.5,2.5,1,3.2,1.5,1,2.1,1.9,2.3,1.4,1.9,1.9,0.7,0.9,4.5,1.3,1.6,1.8,2.5,0.9,0.9
"sep03",247,4,2.9,3.5,2.8,1.3,2.4,2.1,3.1,2.5,5.2,5.3,3.5,3.5,3.4,5,2.5,3,1.8,5.6,1.7,1.8,0.9,0.9,1.8,1.1,1.8,0.8,1.8,9.4,0.9,0.7,0.5,2.7,1,0.9
"sep04",248,6.1,4,2.6,4.8,2.5,4,3,4.6,3.6,4.1,2.8,3.1,1.7,2.2,0.8,2.2,1.9,2.1,3.4,1.3,1.8,1.9,3.5,1.8,1.3,1.9,0.8,2.6,10,3.3,1.4,0.8,1.8,0.8,0.4
"sep05",249,2.4,2.9,4.3,2.5,3.4,3.4,3.3,3,2.9,4,2.2,2,1.4,1.9,2,2.1,2.2,1.9,2.1,0.2,2,2.9,1.9,1.6,1.1,2.1,1.2,2.9,9.4,2.1,1.4,1.2,3.1,0.9,0.6
"sep06",250,2.6,4.6,3.3,2.2,3.8,4.9,2.7,2.5,3.2,5.6,6.6,2.9,3,0.5,2.4,1.2,1.8,1.6,3,0.6,1.7,1.7,3,2.7,1.8,1.9,0.8,3.4,8,1.6,1.4,0.8,2.5,1,0.8
"sep07",251,6.2,1.7,4.4,1.9,3,1.4,2.9,1.9,1.9,2.1,1.4,1.9,0.5,0.2,0.4,1.6,0.5,2,2.8,0.5,1.4,2.3,2.5,2.2,1.1,1.1,0.7,1.3,5.9,1.2,1.3,1.3,1.9,0.7,0.8
"sep08",252,4.3,0.7,2.4,0.5,1,0.9,2.9,3.4,3.4,1.9,2,2.6,2.9,2,1.1,6.6,3.1,3.8,1.6,1.1,1.9,1.5,2.2,0.7,0.7,2.2,1.8,2.4,12,1.5,1,2.1,2.7,0.6,0.8
"sep09",253,2.3,2,2.2,4.3,2.4,5,2.4,4.1,3.6,3.9,3.3,1.8,1.4,1.8,3.1,3.2,1.6,2.1,1.6,1.4,1.9,0.6,2.2,1.8,0.9,1.4,0.8,2.5,8.1,0.7,1.9,1.3,2,0.7,1
"sep10",254,5.1,1.8,3.6,1.8,4.6,1.6,3,5.5,4.7,6.3,4.3,3.1,3.4,3.4,2.8,7,1.6,2.8,1.2,0.5,0.7,1.2,1.9,1.3,1,2.6,2,1.2,4,0.5,1.1,1,0.7,0.8,0.4
"sep11",255,5.8,5.2,3.9,3.6,6,3.7,3.2,4.3,4.7,4.4,4.3,2.8,4.1,2.6,2.3,2.3,1.8,1.2,1.5,1.8,0.7,0.7,3.1,2.3,0.8,1.5,1.2,1.6,3.8,0.5,1,0.8,0.7,0.7,0.8
"sep12",256,5.6,2.2,4.7,0.9,3.3,3,2.9,3.7,3.9,4.6,3.7,5.1,4.2,1.3,2.1,2.1,3.6,2.1,2.1,1.8,3,1.5,0.9,4.3,0.8,0.7,0.3,1.3,6.1,1.3,1.3,0.5,1.9,0.6,0.7
"sep13",257,4.1,2,1.4,2.1,1,0.9,3.7,3.9,3.2,3.5,3.2,3,3.2,4.6,4.8,3.8,1.2,2.9,1.5,1.1,0.9,0.9,1.4,1,1.5,2.2,1.7,1.8,5.1,1.8,1,0.6,1.6,0.7,0.6
"sep14",258,2.6,6,5.4,6.1,4.5,3.5,3.6,2.5,3.3,5.4,4.3,5,3.2,4.3,3.3,2.8,0.6,2.7,1.8,1.5,0.8,1.5,0.8,1.5,0.8,1.3,0.6,1.1,8.1,1.3,1.1,0.4,1,0.5,1
"sep15",259,5.5,4.8,6.1,3.8,4.5,4.5,3.8,2.2,2,3.2,2.8,1.8,1.9,1.8,1.6,1.8,0.8,2.1,2,1.2,1.3,1,1.2,0.6,0.3,1.6,0.7,1.4,10.4,1.4,1.2,1.5,1.2,1.3,0.8
"sep16",260,2.3,3.1,3.8,3.1,0.9,0.7,3.6,1.7,3.1,2.1,1.4,1.1,1,1.7,3.1,3.8,1.5,1.9,1.2,0.8,2.3,0.9,2.1,1.6,0.9,3.8,1,2,10.2,1.5,0.9,0.8,1.2,0.9,1
"sep17",261,2.6,1.9,2.7,2.4,1.5,1.6,3.1,2,2.8,3.4,3,2.8,2.5,4.3,3.4,2.3,1.9,1.9,1,0.8,1.5,1.7,1.4,1.9,0.4,2,1.4,1.3,8,0.6,0.8,0.9,1.1,1.5,0.6
"sep18",262,6.2,4.3,5.7,3.6,2.3,3.6,3.6,1.8,1.4,3.1,3.4,2.2,2.9,4,4.2,3,1.1,1.7,2,1.6,0.5,1,1,1,0.4,1.4,1.4,1.2,7,1,1,0.4,2.6,1.7,0.9
"sep19",263,5.2,1.5,2.2,1.3,2.1,2.5,4.9,1.7,1,1.8,3.2,0.6,0.9,0.9,1.6,5.7,1.3,1.2,1.8,1,0.8,0.9,1.6,2.5,1.3,2.1,1,1.6,8.3,0.5,1,1.2,1.2,0.5,1
"sep20",264,2.7,2.8,2.6,2.3,2.5,2,3.5,2.9,3.2,6,2.5,2.7,2.9,1.2,2.5,3.5,2.6,1.3,1.6,1.7,0.4,0.4,0.9,1.2,0.4,2.6,0.9,0.9,7.9,0.9,1.4,0.6,1.7,0.7,0.6
"sep21",265,5.6,3.2,2.1,5.6,2,3.4,3.7,3.2,3,3.5,3.8,2,3.8,2.9,3.4,1.9,2.4,1,1.2,3,2.2,0.4,1.5,1.9,0.2,1.7,1.9,1.9,9.6,0.7,1,0.5,0.9,0.6,1
"sep22",266,1.8,7.1,4,4.5,5.5,3.6,3.4,2.5,4.4,4.7,5.2,3.1,3.3,4.5,5.4,2.1,2.4,2.6,1,0.9,0.9,1.9,1.1,0.2,1,3.1,2.2,2.6,9.9,1.2,1,0.3,1.7,0.9,0.9
"sep23",267,2.4,5.2,3.7,5.5,4.2,3.6,4.6,4.3,4.6,4.2,3.5,2.9,2.7,1.5,3.3,2,0.2,0.8,1.3,0.3,0.5,1.5,0.5,1,1,3.3,1.1,3.6,10.3,1.3,0.5,0.4,1.7,0.7,0.4
"sep24",268,4.9,3,2.1,3.5,3.3,3.4,3.2,3.6,3.5,4.2,2.2,1.7,1.5,3.1,2.3,2.5,3.5,1,2.3,1.3,0.5,1.8,1,0.7,1,0.8,0.8,2.9,9.8,1.9,1.6,0.5,2.2,0.6,0.4
"sep25",269,4.2,1.5,1.3,1,1.7,3.5,2.2,2.7,2.4,2.7,3,2.1,1.3,1.8,2.6,1.6,1.1,2.4,2.7,2.3,1,0.9,1.6,3.8,0.9,0.6,0.7,1.1,8.4,0.8,0.8,0.5,1.3,0.8,0.8
"sep26",270,2.7,4.2,3.5,3.2,3.6,3.8,1.9,5.9,4.3,4.8,4,5.9,5,2.7,2.7,2.5,1.2,2.7,1,0.5,1.3,0.6,1.2,2.3,0.3,1.7,0.7,1.7,7.3,0.3,1,1.3,0.8,0.3,0.8
"sep27",271,5,3.4,3.7,4,3.4,4.6,3,4.8,3.3,5.7,4.8,4.2,3.9,1.9,2.5,1,1.4,0.3,2.1,0.7,0.5,0.5,0.6,0.5,0.6,1.8,0.6,2.2,8.7,0.6,0.9,1,1.3,0.6,0.7
"sep28",272,3.5,2.4,3,2,3.4,1.9,1.3,2,3.1,1.9,2.2,1.6,2.3,2.8,1.9,1.1,1.6,2.6,1,0.9,1.2,0.7,0.5,0.5,0.5,2.5,1.5,2,12.3,1.3,1.1,1.4,2.3,0.7,0.6
"sep29",273,6.5,5.2,4,5.2,4.9,5.1,3.2,4.9,4.3,5.5,3.2,2.4,3.3,3.2,4.6,2.6,1.3,1.3,0.9,0.5,0.8,0.9,1.1,0.5,0.4,2,0.9,2.1,12.6,1.3,0.9,1.3,1.3,1.8,0.6
"sep30",274,5.6,2.2,4,1,2.1,2.9,2.2,3.7,5,5.3,3.4,2.8,3.1,1.8,3,5.1,2.1,1,1.8,0.8,1.5,1.1,1.1,0.2,0.5,2.1,1.1,2.5,10.8,1.5,1,1.6,1.3,0.8,0.4
"oct01",275,3.7,2.6,3.5,4.5,3,2.8,2.9,4,3.1,3.9,3.4,3.1,2.8,2.6,2.2,2,0.6,1.1,0.7,0.2,0.9,1.5,0.7,0.8,0.6,3.3,1.3,2.6,7.5,0.6,1.1,0.4,1.6,0.8,0.4
"oct02",276,6.6,6,5.1,4.7,6.1,3.8,2.6,2.1,2.9,5.2,3.8,3.7,3.8,2.4,2.9,2.5,1.3,1.9,2.1,1.4,1,1.2,1,0.5,0.3,1.4,0.7,2.2,9.4,1.8,2.3,0.7,1.4,1,0.8
"oct03",277,5.4,4.9,6.5,4,4.7,4.1,2.9,3.8,3.3,4.6,3.7,2.8,3.4,1.8,1.8,2.6,1.5,1.9,1.7,0.8,2.2,1.1,1.2,0.4,0.3,1.9,1.9,2.4,13.2,1.3,1.3,2.1,1.1,1.2,0.5
"oct04",278,5.8,4,5.7,4.4,5.8,6.1,4,2.7,3.1,4.1,3.8,2.2,2,2.6,4.2,1,0.9,1.3,2.4,0.8,0.9,2.1,0.8,0.4,0.2,1.3,1.1,0.7,13.3,1.9,0.4,2,1.5,0.7,0.6
"oct05",279,4,3.8,6.1,1.6,3.2,2.7,2.4,2,2.4,4.1,3,2.7,4.5,1.3,1.2,1.9,0.2,0.9,1.8,0.9,0.6,1.2,0.6,0.6,0.9,3.1,2.2,1.8,15.8,0.6,0.8,1.5,0.8,0.8,1.1
"oct06",280,6.8,4,2.8,1.8,2.1,1.7,2.2,2.9,3.3,3.7,5.7,2.1,2,2.6,2.6,1.9,0.7,2,2,1.7,0.6,1.2,0.2,0.4,0.6,3.5,2.1,1.2,10.1,0.6,1.1,0.5,2.2,0.5,0.7
"oct07",281,5.4,5.8,5.3,4.4,3.9,3.3,1.5,2.6,3.1,2.9,2.5,2.2,2.1,1.8,1.8,3.2,0.9,0.9,2.1,0.4,0.4,1.5,0.8,0.8,0.2,4,1.6,2.2,10.9,0.8,0.8,1.2,1.4,0.9,0.5
"oct08",282,6.5,2,2.5,1.2,2.7,3,9.9,3.3,2.2,3.5,3.5,2.6,2.7,2,3.7,3.6,0.7,1,1.4,0.4,0.6,1.4,0.8,0.3,0.3,2.8,1.8,3.4,14.1,0.9,1,1.3,1.5,0.8,2.1
"oct09",283,4.4,3.3,5.2,3.6,3.7,4.2,2.1,2.3,3.4,5.7,4.1,5.7,4,2.9,3.3,4.9,0.6,1.2,1.1,0.6,1,1.2,0.4,0.7,0.5,2.9,2.3,2,14.8,0.9,0.6,1.7,1.6,1.3,0.2
"oct10",284,7.1,6.2,3.4,6.1,6.3,4.3,1.4,2.5,2.4,3.4,3.6,2.6,2,1.5,3.3,2,2.1,0.9,1.9,0.3,0.6,1.2,0.7,0.7,0.4,2.5,1.3,1.9,13.3,0.2,1.3,0.6,1.5,0.8,0.4
"oct11",285,5.7,5.4,5.7,2.8,6.2,2.2,2.1,2.8,2.5,2.8,2.2,1.4,1.6,0.7,1.9,3,1,0.9,1.9,0.2,0.3,0.7,0.3,0.6,0.7,1.8,1.4,0.9,10.8,0.5,1.4,1.5,1,1,0.3
"oct12",286,5.7,3.3,4.5,2.3,2.3,3.5,2.8,2.1,3,4.1,3.8,1.9,2.1,2.2,3.1,2,0.9,1.7,1.3,1.2,0.6,1.1,0.5,0.6,0.7,3.9,2.7,1,9.8,0.3,0.7,1.6,1.5,1.1,0.3
"oct13",287,4.3,2.4,3.4,2,2.5,1.8,2.4,2.4,2.7,2,2.2,1.9,2.7,1.8,3,1.3,1.1,0.8,2.5,0.7,0.4,1.5,0.6,1,0.2,3.7,2.9,2,10.8,0.4,1.4,0.7,1.8,0.8,0.6
"oct14",288,4.8,2.3,2.9,3,2.3,2.4,10.6,3.2,4.6,5.7,3.1,2.3,1.7,1.3,1.7,1.7,1.1,1.5,1.8,0.3,0.4,1.5,0.5,0.5,1,2.9,1.7,2.5,8.8,0.5,1.6,1.4,1.4,0.7,0.3
"oct15",289,4.2,3.7,4.6,3.1,4.8,4.9,3.9,2.2,1.8,1.9,3.5,2.4,2,1.9,2.1,1.6,2.5,1.2,0.7,0.4,0.6,1.1,0.1,0.6,0.5,1.3,0.9,1.6,12.2,0.7,0.9,1.6,0.5,1.3,0.3
"oct16",290,4.3,2.9,3.5,2.4,2.4,2.6,4.1,1.8,3,3.8,1.7,1.8,2,1.4,2.3,1.6,1,2.1,1.9,0.3,1.7,1.2,1.2,0.5,0.4,2.8,1.9,1.4,11.9,0.4,1.7,0.6,0.9,0.8,0.3
"oct17",291,5.2,2.8,4.4,3.2,2.2,1.7,1.9,1.8,2.5,2.6,1.7,2,2.2,3.3,4.2,2.8,0.8,1.7,0.9,0.3,0.6,0.9,0.6,0.1,0.2,2.3,1.5,1.8,10.8,0.5,0.6,0.5,1.1,1.5,0.5
"oct18",292,4.9,6.9,5.7,7.4,3.5,2.1,2.9,1.8,2.2,2.4,3.3,2.6,2.1,1.9,3.3,1,0.6,1.1,1.2,0.9,0.1,1.7,0.9,0.2,0.5,2.6,2,1.8,14.2,1.4,1,1,1.6,1.6,0.5
